item_number,material_class,composition_formula,hydrogen_weight_percent,heat_of_formation,temperature,Temp,pressure,author_year,reference_number,comment1,comment2,comment3
2570,SS,Ni.943Fe.057,1.4,,25,298.15,5500,"Filipek, 1981",478,,,
2571,SS,Ni.979Fe.021,1.6,,25,298.15,4000,"Filipek, 1981",478,,,
2569,SS,Ni.8Cu.2,,5.1,25,298.15,3800,"Baranowski, 1985",546,,,
66,A2B,Hf2Cu (M),1.5,,20,293.15,1500,"Klyamkin, 1994",595,,(2000 atm at 20°C),
72,A2B,Hf2Fe,1.2,,22,295.15,1500,"Klyamkin, 1997",655,,2000 atm at 22°C,
1321,AB5,LaPt5 (M),0.36,,21,294.15,1050,"Takeshita, 1981",128,,,
83,A2B,Hf2Pd (M),1,,20,293.15,1000,"Klyamkin, 1994",595,,(2000 atm at 20°C),
1419,AB5,YNi5 (M),0.91,,21,294.15,1000,"Takeshita, 1981",128,,,
50,A2B,Zr2Pd (M),1.9,,20,293.15,500,"Klyamkin, 1994",595,,(2000 atm at 20°C),
810,AB2,TiCrMn,2.1,19.6,40,313.15,190,"Beeri, 2000",1269,,at T=-60C,
1509,Complex,NaAlH4,7.5,12.8,210,483.15,153,"Dymova, 1975",720,[AlH4]-,Stoichiometric H-content,
1502,Complex,NaAlH4,4.2,,180,453.15,135,"Bogdanovic’, 1997",1422,[AlH4]-,Measured H-contents,Various dopants
1508,Complex,NaAlH4,7.5,,180,453.15,135,"Bogdanovic', 1997",719,[AlH4]-,Stoichiometric H-content,Ti-catalyzed
1007,AB5,GdNi5,0.6,,23,296.15,120,"Anderso, 1973",99,,,
1410,AB5,YbNi5,0.62,,23,296.15,120,"Anderso, 1973",99,,,
993,AB5,CeNi5,1.5,22.2,23,296.15,80,"Klyamkin, 1995",407,,,
975,AB5,Ce0.8La0.2Ni5,1.5,20.8,60,333.15,74,"Salamova, 2002",1509,,,
797,AB2,TiCr1.8,,19,0,273.15,70,"Andreev, 1984",684,,,
464,AB2,Ti.95Zr.05Cr1.2Mn.6Co.2,1.8,,20,293.15,65,"Hagstrom, 1999",1191,,,
1504,Complex,NaAlH4,4.7,37,150,423.15,61,"Bogdanovic’, 2000",1431,[AlH4]-,Measured H-content,Ti-doped
763,AB2,Ti.9Zr.1Mn1.4Cr.45Fe.15,2.2,,20,293.15,60,"Verbetsky, 1998",1219,,at -78C,
121,A2B,Mg2Ni,3.7,62.2,450,723.15,57,"Reiser, 2000",1463,,,
1453,Complex,Mg2Ni,3.7,62.2,450,723.15,57,"Reiser, 2000",1463,,,
1968,Mg,Mg2Ni,3.7,62.2,450,723.15,57,"Reiser, 2000",1463,,,
1503,Complex,NaAlH4,4.5,,150,423.15,55,"Zaluska, 2000",1430,[AlH4]-,Measured H-content,Ball milled with C
992,AB5,CeNi5,1.4,14.2,25,298.15,50,"Lundin, 1977",149,,,
2652,SS,V.855Cr.145,2.3,29.7,50,323.15,50,"Lynch, 1978",84,,,
485,AB2,UNiAl (M),0.7,,127,400.15,50,"Yamamoto, 1998",1241,,,
2222,MIC,Pr2.5Mg.5Ni,2.4,,30,303.15,50,"Au, 1994",599,,,
1403,AB5,ThCo5,0.6,,21,294.15,48,"van Mal, 1976",103,,,
750,AB2,Ti.95Zr.05Cr1.2Mn.8,1.8,,20,293.15,45,"Hagstrom, 1999",1191,,,
799,AB2,TiCr1.8 (M),2.43,20.2,-20,253.15,40,"Johnson, 1978",335,,,
803,AB2,TiCr2,0.8,23,20,293.15,40,"Machida, 1978",371,,,
820,AB2,TiMn1.45Cr.5,1.9,,25,298.15,38,"Bobet, 2000",1284,,,
465,AB2,Ti.95Zr.05Cr1.2Mn.75V.05,1.8,,20,293.15,36,"Hagstrom, 1999",1191,,,
754,AB2,Ti.95Zr.05Mn1.45Ni.5,1.9,,25,298.15,36,"Bobet, 2000",1239,,,
821,AB2,TiMn1.45Ni.5,1.9,,25,298.15,36,"Bobet, 2000",1284,,,
2577,SS,Pd.7Rh.3,0.9,,25,298.15,35,"Baranowski, 1973",464,,,
1486,Complex,Na3AlH6,5.9,,211,484.15,33,"Bogdanovic', 1997",719,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed
752,AB2,Ti.95Zr.05Mn1.45Co.5,1.9,,25,298.15,32,"Bobet, 2000",1239,,,
819,AB2,TiMn1.45Co.5,1.9,,25,298.15,32,"Bobet, 2000",1284,,,
831,AB2,TiMn1.95,2,,25,298.15,31,"Bobet, 2000",1284,,,
967,AB5,Ce.8La.2Ni5,1.5,23.8,23,296.15,30,"Klyamkin, 1995",407,,,
213,AB,TiFe.9Mn.1,1.2,27.2,100,373.15,30,"Someno, 1979",381,,,
805,AB2,TiCr2,1.3,,-16,257.15,30,"Reilly, 1976",490,,,
1188,AB5,MmNi5,1.4,,25,298.15,30,"Sandrock, 1977",106,,,
1400,AB5,SmNi5,0.9,,23,296.15,30,"Anderso, 1973",99,,,
1484,Complex,Na3AlH6,2.8,,220,493.15,30,"Zaluski, 1999",1427,[AlH6]3-,Measured H-content,
1485,Complex,Na3AlH6,3.1,,220,493.15,30,"Zaluska, 1999",1423,[AlH6]3-,Measured H-content,
757,AB2,Ti.95Zr.05Mn1.95,1.9,,25,298.15,29,"Bobet, 2000",1239,,,
961,AB5,Ce.6La.4Ni5,1.5,22.3,25,298.15,28,"Dayan, 1981",382,,,
1411,AB5,YCo5,0.73,32.2,31,304.15,28,"Takeshita, 1974",101,,,
1450,Complex,Mg2FeH6,5.5,79.2,450,723.15,28,"Reiser, 1998",1159,[FeH6]4-,,
1949,Mg,Mg2Fe,5.5,79.2,450,723.15,28,"Reiser, 1998",1159,(Mg2Fe phase not stable without H),,
753,AB2,Ti.95Zr.05Mn1.45Cr.5,1.9,,25,298.15,28,"Bobet, 2000",1239,,,
466,AB2,Ti.95Zr.05Cr1.2Mn.7V.1,1.8,,20,293.15,26,"Hagstrom, 1999",1191,,,
1390,AB5,PrNi2.5Cu2.5,0.8,19.3,23,296.15,25,"Pourarian, 1986",254,(+ Cu1),,
1001,AB5,ErNi4.5Al.5,0.8,25.4,0,273.15,25,"Sorgic, 1996",591,,,
1884,Mg,Mg.833Ni.066Cu.095M1.006 (M),4.9,68,357,630.15,25,"Au, 1995",711,(M1=La-rich Mm),,
106,A2B,Mg2Fe,5.5,77.2,450,723.15,25,"Reiser, 2000",1463,Mg2Fe not stable without H,,
1446,Complex,Mg2Fe,5.5,77.2,450,723.15,25,"Reiser, 2000",1463,Mg2Fe not stable without H,,
1950,Mg,Mg2Fe,5.5,77.2,450,723.15,25,"Reiser, 2000",1463,Mg2Fe not stable without H,,
758,AB2,Ti.95Zr.05Mn2-y,1.6,,25,298.15,25,"Bobet, 2000",1284,y=-0.05-0.35,,
779,AB2,Ti0.9Zr.1MnCr.9V.1,1.7,22.5,30,303.15,24,"Liu, 1996",690,,,
1004,AB5,GdCo5,0.4,,21,294.15,24,"van Mal, 1976",103,,,
1355,AB5,MmNi5,1.46,21.1,25,298.15,23,"Reilly, 1977",281,,,
1690,Mg,MgAl,3,,352,625.15,23,"Reilly, 1974",491,(Beta + Gamma phases),,
2188,MIC,MgAl,3,,352,625.15,23,"Reilly, 1974",491,,,
1010,AB5,HoNi4.5Al.5,0.9,24.1,0,273.15,22,"Sorgic, 1996",635,,,
818,AB2,TiMn1.45Al.5,1.5,,25,298.15,22,"Bobet, 2000",1284,,,
1487,Complex,Na3AlH6,5.9,64,210,483.15,21.4,"Dymova, 1975",720,[AlH6]3-,Stoichiometric H-content,
751,AB2,Ti.95Zr.05Mn1.45Al.5,1.4,,25,298.15,21,"Bobet, 2000",1239,,,
856,AB2,Zr.8Ti.2Mn.6Ni1.4,0.8,,25,298.15,21,"Hsu, 2000",1276,,,
1189,AB5,MmNi5,1.44,26.4,30,303.15,20.5,"Osumi, 1979",119,,,
1187,AB5,MmNi5,1.37,14.2,25,298.15,20,"Lundin, 1977",149,,,
798,AB2,TiCr1.8,1.9,19.7,-32,241.15,20,"Beeri, 1999",1258,,,
1377,AB5,NdNi5,1.27,21.6,20,293.15,20,"Uchida, 1982",131,,,
1415,AB5,YNi4.5Al.5,1.1,22.4,20,293.15,20,"Sorgic, 1998",812,,,
760,AB2,Ti.98Zr.02V.43Fe.09Cr.05Mn1.5,1.6,23.3,20,293.15,20,"Hahne, 1998",850,,,
833,AB2,TiMn2,1.7,24.6,0,273.15,20,"Klyamkin, 1994",688,,,
1393,AB5,PrNi5 (M),1.4,26.4,20,293.15,20,"Uchida, 1982",131,,,
997,AB5,DyNi4.5Al.5,1,27.3,20,293.15,20,"Sorgic, 1996",635,,,
210,AB,TiFe.9Cr.1,1.1,30.5,150,423.15,20,"Someno, 1979",381,,,
755,AB2,Ti.95Zr.05Mn1.45V.5,2,,25,298.15,20,"Bobet, 2000",1239,,,
822,AB2,TiMn1.45V.5,2.1,,25,298.15,20,"Bobet, 2000",1284,,,
1147,AB5,MmNi4.2Al0.8,1.3,,0.1,273.25,20,"Jurczyk, 2000",1508,,,
781,AB2,Ti1.2Cr1.9Mn.1,1.8,20.1,-10,263.15,19.4,"Osumi, 1983",40,,,
1448,Complex,Mg2FeH6,5.5,,450,723.15,19,"Didisheim, 1984",725,[FeH6]4-,,
966,AB5,Ce.8La.2Ni4.7Cu0.3,1.5,21,23,296.15,18,"Klyamkin, 1995",407,,,
808,AB2,TiCrMn,,24,0,273.15,18,"Andreev, 1984",684,,,
1379,AB5,NdNi5 (M),1.33,27.8,30,303.15,18,"Gruen, 1977",168,,,
1173,AB5,MmNi4.6Fe.4,1.5,,30,303.15,18,"Venkateswara Sarma, 2001",1210,,,
1223,AB5,La0.4Pr0.6Co5 (M),0.9,29,20,293.15,17,"Burnasheva, 1978",1517,,,Upper plateau
1210,AB5,La.8Th.2Ni5,1.41,,40,313.15,17,"Van Mal, 1974",98,,,
1375,AB5,NdNi5,0.9,27.9,20,293.15,16,"Takaguchi, 2000",1196,,,
1349,AB5,Mm.9Ti.1Ni5,1.3,31,30,303.15,16,"Osumi, 1978",117,(+ Ti.25 & Ti.5),,
102,A2B,Mg2Co,4.5,76,450,723.15,16,"Reiser, 2000",1463,Mg2Co not stable without H,,
1444,Complex,Mg2Co,4.5,76,450,723.15,16,"Reiser, 2000",1463,Mg2Co not stable without H,,
1853,Mg,Mg2Co,4.5,76,450,723.15,16,"Reiser, 2000",1463,Mg2Co not stable without H,,
964,AB5,Ce.7La.3Ni5,1.4,,20,293.15,16,"Mordkovich, 1992",666,,,
723,AB2,LaMnAl (M),1.2,,21,294.15,15,"Gross, 1996",630,,,
809,AB2,TiCrMn,1.7,,-16,257.15,15,"Reilly, 1976",490,,,
1483,Complex,Na3AlH6,2.7,,180,453.15,15,"Bogdanovic’, 1997",1422,[AlH6]3-,Measured H-content,Ti-catalyzed
1846,Mg,Mg2AlLi.28,3.8,,352,625.15,15,"Reilly, 1976",490,,,
2182,MIC,Mg2AlLi.28,3.8,,352,625.15,15,"Reilly, 1976",490,,,
2226,MIC,Pr2DyNi,1.9,,30,303.15,15,"Au, 1994",599,,,
1753,Mg,Mg.335Al.622La.044,1.7,,350,623.15,14.5,"Nachman, 1982",700,,,
150,AB,Ti.9Fe.9B.2,1.5,7.6,27,300.15,14,"Rajalakshmi, 1998",852,,,
1081,AB5,LaNi4.95Sn.05,1.3,32,100,373.15,14,"Luo, 1998",815,,,
960,AB5,Ce.6La.4Ni5,,,20,293.15,14,"Mordkovich, 1992",666,,,
1842,Mg,Mg2Al3,1.9,,350,623.15,14,"Nachman, 1982",700,,,
1185,AB5,MmNi5,1.4,23.7,23,296.15,13.5,"Verbetsky, 1996",634,,,
1383,AB5,PrCo5,0.7,34.3,100,373.15,13.5,"Clinton, 1975",102,,,
1754,Mg,Mg.345Al.609La.044,2.1,,350,623.15,13.5,"Nachman, 1982",700,,,
1347,AB5,Mm.8Ca.2Ni5,1.6,24.2,25,298.15,13,"Sandrock, 1977",106,,,
1378,AB5,NdNi5,1.36,26.3,23,296.15,13,"Anderso, 1973",99,,,
775,AB2,Ti0.85Zr.15MnCr.8V.1Cu.1,1.7,,30,303.15,13,"Liu, 1996",690,,,
778,AB2,Ti0.9Zr.1Mn1.4Cr.4V.2,1.8,,30,303.15,13,"Liu, 1996",690,,,
963,AB5,Ce.7La.3Ni4.95Al.05,,,20,293.15,13,"Mordkovich, 1992",666,,,
1472,Complex,Na2LiAlH6,2.7,,211,484.15,13,"Bogdanovic’, 1997",1422,,Measured H-content,Ti-catalyzed
1473,Complex,Na2LiAlH6,7,,211,484.15,13,"Bogdanovic', 1997",719,,Stoichiometric H-content,Ti-catalyzed
2659,SS,V.96Si.04,3.1,,0,273.15,13,"Reilly, 1972",314,,,
442,AB2,Ti.8Zr.2Mn.8Cr1.0Fe.2,1.8,28,20,293.15,12,"Gamo, 1979",35,,,
1052,AB5,LaNi4.6Si0.4,1,34.2,100,373.15,12,"Luo, 2002",1514,,,
188,AB,TiFe.5Co.5,1.1,41.4,150,423.15,12,"Someno, 1979",381,,,
146,AB,Ti.42Zr.08Fe.50,0.7,,50,323.15,12,"Rajalakshmi, 1999",1221,,,
1418,AB5,YNi5,1.14,,23,296.15,12,"Anderso, 1973",99,,,
1755,Mg,Mg.364Al.591La.046,2.3,,350,623.15,12,"Nachman, 1982",700,,,
1777,Mg,Mg10.8Ba (M),4.9,,375,648.15,12,"Reilly, 1976",490,,,
2015,Mg,Mg4Al5,2.2,,301,574.15,12,"Reilly, 1974",491,(Epsilon phase),,
2184,MIC,Mg4Al5,2.2,,301,574.15,12,"Reilly, 1974",491,,,
1137,AB5,MmNi4.15Fe.85,1.14,25.3,25,298.15,11.2,"Huston, 1980",77,,,
974,AB5,Ce0.7La0.7Ni5,1.4,25,20,293.15,11,"Mordkovich, 1993",1525,,,
448,AB2,Ti.8Zr.2Mn1.5Fe.5,1.7,25.4,30,303.15,11,"Hong, 1993",373,,,
186,AB,TiFe (M),1.7,26.7,51,324.15,11,"Yamanaka, 1975",73,,,
1945,Mg,Mg2CuAl.125 (M),2.8,63,330,603.15,11,"Biris, 1982",716,,,
1845,Mg,Mg2Al3 (M),2.6,63.2,335,608.15,11,"Mintz, 1980",698,,,
430,AB2,Ti.6Zr.4Mn1.5Cu.3Si.2,0.9,,20,293.15,11,"Au, 1995",860,,,
969,AB5,Ce.8Pr.2Ni2.5Cu2.5,1.05,,23,296.15,11,"Pourarian, 1986",254,,,
1205,AB5,La.8Er.2Ni5 (M),1.45,,40,313.15,11,"Van Mal, 1974",98,,,
2683,SS,V.99Os.01,3.4,,40,313.15,11,"Yukawa, 2002",1411,,,
1080,AB5,LaNi4.95Sn.05,1.2,,100,373.15,10.7,"Luo, 1997",640,,,
566,AB2,ZrCrFeCo.8,1.1,20,0,273.15,10,"Wallace, 1985",1168,,,sloping plateau
1401,AB5,TbNi4.5Al.5,1.1,26.9,20,293.15,10,"Sorgic, 1996",635,,,
446,AB2,Ti.8Zr.2Mn1.5Cr.5,2,27.5,30,303.15,10,"Hong, 1993",373,,,
1374,AB5,NdNi4.9Sn.1,1.2,27.9,20,293.15,10,"Takaguchi, 2000",1196,,,
1412,AB5,YCo5,0.9,28.5,0,273.15,10,"Sarynin, 1977",667,,,
1394,AB5,PrNi5 (M),1.4,29,20,293.15,10,"Matsumoto, 1987",568,,,
587,AB2,ZrFeMn,1.6,31,150,423.15,10,"Suzuki, 1982",27,,,
2223,MIC,Pr2Co7,0.7,33.3,100,373.15,10,"Clinton, 1975",102,,,
581,AB2,ZrFe1.6Al.4,1,36,24,297.15,10,"Fujii, 1982",22,,,
2079,MIC,ErCo3,1.2,38,100,373.15,10,"Wallace, 1980",439,,,
139,A2B,Mg2Ni0.7Zr0.3,3.5,59.8,340,613.15,10,"Zhang, 1998",1465,,,
1995,Mg,Mg2Ni0.7Zr0.3,3.5,59.8,340,613.15,10,"Zhang, 1998",1465,,,
154,AB,Ti1.1FeB.001,1.1,,50,323.15,10,"Lee, 2000",1223,,,
454,AB2,Ti.8Zr.2MnCr,1.8,,30,303.15,10,"Park, 2001",1280,,,
765,AB2,Ti.9Zr.1Mn1.4Cr.4V.2C.03,1.7,,27,300.15,10,"Morita, 1997",647,,,
959,AB5,Ce.5La.5Ni5,1.4,,20,293.15,10,"Mordkovich, 1992",666,,,
972,AB5,Ce0.5La0.5Ni5,1.4,,20,293.15,10,"Mordkovich, 1993",1525,,,
1213,AB5,La.8Y.2Ni5,1.5,,40,313.15,10,"Van Mal, 1974",98,,,
1224,AB5,La0.5Ce0.5Ni5,1.3,,25,298.15,10,"Joubert, 2000",1512,,,
1471,Complex,Na1.8Li0.6B0.6AlH6,3.2,,220,493.15,10,"Zaluska, 1999",1423,,Measured H-content,
1843,Mg,Mg2Al3,2.3,,326,599.15,10,"Reilly, 1976",490,(Beta phase),,
1907,Mg,Mg0.58Al0.42,2.5,,350,623.15,10,"Bouaricha, 2000",1482,,Ball milled,
2181,MIC,Mg2Al3,2.3,,326,599.15,10,"Reilly, 1976",490,,,
2686,SS,V.99Re.01,3.4,,40,313.15,10,"Yukawa, 2002",1411,,,
2552,SS,(V.9Ti.1).95Fe.05,3.7,43.2,80,353.15,9.3,"Lynch, 1985",351,,,
2677,SS,V.99Ir.01,3.4,,40,313.15,9.2,"Yukawa, 2002",1411,,,
990,AB5,CeNi4.5Al.5,1.4,21.6,23,296.15,9,"Pourarian, 1985",423,,,
759,AB2,Ti.98Zr.02Mn1.5V.43Fe.09Cr.05,1.9,27.4,20,293.15,9,"Bernauer, 1989",341,,,
1169,AB5,MmNi4.6Al.2Fe.2V.03,1.4,28.1,30,303.15,9,"Lee, 1996",451,,,
445,AB2,Ti.8Zr.2Mn1.4V.2Cr.4,1.9,29,20,293.15,9,"Gamo, 1980",31,,,
203,AB,TiFe.95Mn.05 (M),1.6,29.3,50,323.15,9,"Mintz, 1981",390,,,
1344,AB5,Mm.5Ca.5Ni2.5Co2.5,1.1,34.7,50,323.15,9,"Osumi, 1980",122,,,
1794,Mg,Mg12Ce,3.8,65,341,614.15,9,"Boulet, 1983",704,,,
1782,Mg,Mg-10Ni,3.6,78,335,608.15,9,"Boulet, 1983",704,,,
199,AB,TiFe.8Ni.2,1.2,,150,423.15,9,"Oguro, 1983",78,,,
815,AB2,TiMn1.2Fe.37,1.4,,10,283.15,9,"Gamo, 1980",36,,,
830,AB2,TiMn1.5V.45Fe.1,1.32,,60,333.15,9,"Hagstrom, 1998",1242,Hydralloy C0,,
1481,Complex,Na3AlH6,1.9,,170,443.15,9,"Bogdanovic’, 2000",1431,[AlH6]3-,Measured H-content,Ti-doped
1691,Mg,MgAl.89Mn.19,5,,350,623.15,9,"Reilly, 1976",490,,,
2189,MIC,MgAl.89Mn.19,5,,350,623.15,9,"Reilly, 1976",490,,,
2685,SS,V.99Pt.01,2.1,,40,313.15,9,"Yukawa, 2002",1411,,,
2689,SS,V.99Si.01,3.3,,40,313.15,9,"Yukawa, 2002",1411,,,
1206,AB5,La.8Gd.2Ni5,1.5,,40,313.15,8.9,"Van Mal, 1974",98,,,
2231,MIC,Pr2Ni7,1.4,,25,298.15,8.3,"Goudy, 1976",186,,,
1345,AB5,Mm.5Ca.5Ni5,1.3,27.6,30,303.15,8.2,"Osumi, 1978",117,"(+ Ca.1, Ca.25, Ca.75)",,
1174,AB5,MmNi4.6Mn.4,0.9,,15,288.15,8.2,"Mungole, 1999",1205,Fe-containing Indian Mm,,
569,AB2,ZrCrFeNi.8,1.1,21,0,273.15,8,"Wallace, 1985",1168,,,sloping plateau
1126,AB5,MmNi3.5Cu.5,1.13,23.4,25,298.15,8,"Sandrock, 1978",113,,,
1167,AB5,MmNi4.5Si.5,0.91,27.6,20,293.15,8,"Osumi, 1982",127,"(+ Si.4, Si.6, Si.8)",,
2070,MIC,Er2Co7 (M),1.3,29.6,50,323.15,8,"Goudy, 1976",186,,,
1392,AB5,PrNi5,1.58,30.5,23,296.15,8,"Anderso, 1973",99,,,
1045,AB5,LaNi4.6Ge0.4,1.1,34,100,373.15,8,"Luo, 2002",1514,,,
1905,Mg,Mg.9Sc.1,6.2,79.5,375,648.15,8,"Ogawa, 1982",705,,,
1656,Mg,Mg51Zn20,3.6,80.9,330,603.15,8,"Bruzzone, 1983",431,,,
2185,MIC,Mg51Zn20,3.6,80.9,330,603.15,8,"Bruzzone, 1983",431,,,
437,AB2,Ti.77Zr.23Mn.67Cr.67Cu.67,1.6,,30,303.15,8,"Zhan, 1995",627,,,
571,AB2,ZrCrNi,1.4,,30,303.15,8,"Jung, 1998",1244,,,
603,AB2,ZrMn1.52Co.4V0.08,1.2,,200,473.15,8,"Yonezu, 1991",563,,,
609,AB2,ZrMn1.8Fe0.2,1.2,,200,473.15,8,"Fujitani, 1991",368,,,
814,AB2,TiMn1.28V.6Fe.15,2.15,,20,293.15,8,"Bernauer, 1984",521,,,
1094,AB5,LaNi4Co.6Al.4,1.5,,60,333.15,8,"Mishima, 1963",605,(Rapidly solidified),,
1175,AB5,MmNi4.6Mn4,0.9,,15,288.15,8,"Mungole, 1997",849,,,
1350,AB5,Mm.9Y.1Ni4.9Mn.1,1.4,,40,313.15,8,"Imoto, 1995",601,,,
1470,Complex,Na1.7Li1.3AlH6,3.1,,220,493.15,8,"Zaluski, 1999",1427,,Measured H-content,
2679,SS,V.99Mo.01,3.81,,40,313.15,8,"Reilly, 1972",314,,,
2693,SS,V.99W.01,3.5,,40,313.15,7.8,"Yukawa, 2002",1411,,,
1183,AB5,MmNi4Cu0.7Ti0.1Sn0.1Fe0.1,1.4,37.3,22,295.15,7.4,"Petrova, 1989",1520,,,
2688,SS,V.99Ru.01,3.4,,40,313.15,7.4,"Yukawa, 2002",1411,,,
2582,SS,Pd.85Rh.15,0.4,,50,323.15,7.3,"Flanagan, 1999",1403,,,
2579,SS,Pd.85Ni.15,0.5,,50,323.15,7.2,"Flanagan, 1995",616,,,
2666,SS,V.99Al.01,3.5,,40,313.15,7.2,"Yukawa, 2002",1411,,,
761,AB2,Ti.9Zr.15Mn1.6Cr.2V.2,2.1,15.4,25,298.15,7,"Xu, 2001",1290,,,
843,AB2,Zr.7Ti.3Cr.6Fe1.4,1.5,22,23,296.15,7,"Wallace, 1985",1169,,,
991,AB5,CeNi4.5Mn.5,1.2,25.4,23,296.15,7,"Pourarian, 1985",423,,,
828,AB2,TiMn1.5,1.9,28.7,20,293.15,7,"Gamo, 1981",31,,,
769,AB2,Ti.9Zr.2Mn1.6Cr.2(VFe).2,2.1,30,25,298.15,7,"Xu, 2001",1290,VFe=ferrovanadium,,
1005,AB5,GdNi4.5Al.5,0.9,32.7,20,293.15,7,"Sorgic, 1996",635,,,
562,AB2,ZrCrFe1.2,1.4,34,120,393.15,7,"Ivanova, 1999",1259,,,calor.
197,AB,TiFe.8Ni.15V.05,1.3,41,150,423.15,7,"Oguro, 1983",78,,,
1799,Mg,Mg12Mm,4.6,82,350,623.15,7,"Shaltiel, 1984",706,,,
185,AB,TiFe (1 w/o Mm),1.7,,40,313.15,7,"Sandrock, 1978",321,,,
196,AB,TiFe.8Ni.15Nb.05,1.1,,150,423.15,7,"Oguro, 1983",78,,,
470,AB2,TiV1.5Fe.4Mn.1,3.3,,50,323.15,7,"Bernauer, 1987",610,,,
1074,AB5,LaNi4.8Fe.2,1.5,,50,323.15,7,"Nakamura, 1998",816,,,
1658,Mg,Mg5Al4,5.4,,326,599.15,7,"Reilly, 1976",490,,,
1715,Mg,MgTi.39Cu.29 (M),3.8,,350,623.15,7,"Reilly, 1976",490,,,
1726,Mg,54.3Mg-23.5Mm-22.2Ni (M),4,,350,623.15,7,"Kuliev, 1988",1504,,,
1812,Mg,Mg17Ba2 (M),3.9,,352,625.15,7,"Reilly, 1974",491,,,
2186,MIC,Mg5Al4,5.4,,326,599.15,7,"Reilly, 1976",490,,,
2436,MIC,Ba2Mg17 (M),3.9,,352,625.15,7,"Reilly, 1974",491,,,
2673,SS,V.99Fe.01,3.5,,40,313.15,7,"Yukawa, 2002",1411,,,
2662,SS,V.991Ni.009,3.62,,40,313.15,6.9,"Reilly, 1972",314,,,
2670,SS,V.99Co.01,3.69,,40,313.15,6.9,"Reilly, 1972",314,,,
2598,SS,Pd.91Ni.09,,29.4,50,323.15,6.8,"Holder, 1996",624,,,
2580,SS,Pd.85Ni.15,0.5,,50,323.15,6.8,"Flanagan, 1998",862,,,
1373,AB5,NdNi4.8Sn.2,1.1,25.7,20,293.15,6.5,"Takaguchi, 2000",1196,,,
1700,Mg,MgMn.35Ni.35 (M),3.3,,349,622.15,6.5,"Reilly, 1976",490,,,
2578,SS,Pd.825Ni.1Rh.075,0.7,21.4,30,303.15,6.3,"Sakamoto, 1995",603,,,
2674,SS,V.99Ga.01,3.4,,40,313.15,6.2,"Yukawa, 2002",1411,,,
565,AB2,ZrCrFe1.8,1.3,19,23,296.15,6,"Wallace, 1985",1168,,,sloping plateau
1391,AB5,PrNi4.5Fe.5 (M),1.26,20.5,23,296.15,6,"Pourarian, 1986",254,,,
811,AB2,TiCrMn.85Fe.3V.15,1.6,20.9,20,293.15,6,"Hagstrom, 1998",1242,,,
1414,AB5,YNi4.25Al.75,1.1,24.3,21,294.15,6,"Sorgic, 1998",812,,,
1168,AB5,MmNi4.6Al.2Fe.2V.03,1.3,27.9,21,294.15,6,"Lee, 1996",676,,,
980,AB5,CeCo5,0.65,29,50,323.15,6,"Kuijpers, 1972",96,,,
1138,AB5,MmNi4.15Fe.85,1.14,29,18,291.15,6,"Ron, 1987",276,,,
996,AB5,DyNi4.25Ga.75,0.8,30.1,20,293.15,6,"Miletic, 2000",1213,,,
817,AB2,TiMn1.3Fe.11,1.7,32.7,24,297.15,6,"Gamo, 1980",36,,,
2116,MIC,HoCo3,1.2,36,100,373.15,6,"Wallace, 1980",439,,,
1184,AB5,MmNi4Cu0.7Ti0.1Sn0.1V0.1,1.4,37.1,22,295.15,6,"Petrova, 1989",1520,,,
2088,MIC,Gd2Co7 (M),0.9,40,100,373.15,6,"Goudy, 1976",186,,,
693,AB2,GdRh2,0.9,49,142,415.15,6,"Shaltiel, 1979",361,,,
104,A2B,Mg2Cu,2.6,72.9,295,568.15,6,"Reilly, 1967",87,,,
1944,Mg,Mg2Cu,2.6,72.9,295,568.15,6,"Reilly, 1967",87,,,
155,AB,Ti1.1FeC.001,1.3,,50,323.15,6,"Lee, 2000",1223,,,sloping plateau
608,AB2,ZrMn1.8Co0.2,1.2,,200,473.15,6,"Fujitani, 1991",368,,,
610,AB2,ZrMn1.8Ni0.2 (M),1.1,,200,473.15,6,"Fujitani, 1991",368,,,
756,AB2,Ti.95Zr.05Mn1.48V.43Fe.08Al.01,1.9,,20,293.15,6,"Skripnyuk, 1999",1262,,,
764,AB2,Ti.9Zr.1Mn1.4Cr.4V.2,1.7,,27,300.15,6,"Morita, 1997",647,,,
813,AB2,TiMn1.25Cr.25,2.1,,20,293.15,6,"Hong, 1991",365,,,
1073,AB5,LaNi4.8Fe.2,1.3,,50,323.15,6,"Nakamura, 1996",631,,,
1179,AB5,MmNi4.7Al.3,1.2,,25,298.15,6,"Fernandez, 1998",853,Brazilian Mm,,
1180,AB5,MmNi4.7Al.3,1.2,,25,298.15,6,"Fernandez, 1998",1204,Brazilian Mm,,
1196,AB5,La.7Sm.3Ni4Fe,1.15,,50,323.15,6,"Nakamura, 1996",631,,,
1197,AB5,La.7Sm.3Ni4Fe,1.3,,50,323.15,6,"Nakamura, 1998",816,,,
1214,AB5,La.8Zr.2Ni5,1.3,,40,313.15,6,"Van Mal, 1974",98,,,
1327,AB5,LmNi4.1Mn.6Co.2Al.1,1.3,,130,403.15,6,"Wanner, 1997",646,Lm=La-rich Mm,,
1406,AB5,ThNi4Al,0.5,,24,297.15,6,"Takeshita, 1977",164,(+ ThNi3Al2),,
