item_number,material_class,composition_formula,hydrogen_weight_percent,heat_of_formation,temperature,Temp,pressure,author_year,reference_number,comment1,comment2,comment3
147,AB,Ti.46Fe.45V.05Mn.05,1.7,28.6,22,295.15,2,"Mitrokhin, 1993",396,,,
551,AB2,Zr.6Ho.4Co2,1,29.3,50,323.15,2,"Ramesh, 1993",363,,,
635,AB2,ZrMn2Fe.8,1.2,29.3,30,303.15,2,"Uchida, 1986",370,,,
598,AB2,ZrMn1.11Fe1.22,1.3,29.4,30,303.15,2,"Uchida, 1986",370,,,
806,AB2,TiCr2,1.8,29.7,-40,233.15,2,"Kabutomori, 1995",479,,,
440,AB2,Ti.8Zr.2CrMn,,30,0,273.15,2,"Andreev, 1984",684,,,
1154,AB5,MmNi4.4Al.6,1.2,30,30,303.15,2,"Iwakura, 1995",1177,,,
450,AB2,Ti.8Zr.2Mn1.6V.2Cr.2,1.9,30.5,20,293.15,2,"Gamo, 1979",35,,,
601,AB2,ZrMn1.22Fe1.14,1.2,31,40,313.15,2,"Uchida, 1986",370,,,
1142,AB5,MmNi4.2Al.4Mn.4,1.4,31,30,303.15,2,"Iwakura, 1995",1177,,,
1354,AB5,MmCFNi4.8Al.2,1.33,31.4,25,298.15,2,"Mendelsoh, 1979",265,(MmCF = cerium-free Mm),,
1140,AB5,MmNi4.2Al.4Cr.4,1.3,31.8,30,303.15,2,"Iwakura, 1995",1177,,,
2060,MIC,Dy2Co7 (M),1.1,34.2,50,323.15,2,"Ming, 1999",1300,,,
2059,MIC,Dy2Co7 (M),1.1,35.8,50,323.15,2,"Goudy, 1976",186,,,
561,AB2,ZrCrFe,1.6,36,51,324.15,2,"Yu, 1985",555,,,
2178,MIC,Lu6Fe23,0.6,39.7,0,273.15,2,"Smith, 1983",612,,,
1633,Complex,Li3Be2H5,8.1,40,300,573.15,2,"Zaluska, 2000",1450,,Measured H-content,
2256,MIC,Tb2Co7 (M),1.1,40.4,50,323.15,2,"Goudy, 1976",186,,,
732,AB2,LaRh2 (M),1.4,44.3,244,517.15,2,"Shaltiel, 1979",361,,,
923,AB2,ZrCr2Co.8,1,45.3,100,373.15,2,"Drasner, 1991",564,,,
678,AB2,GdCo2 (M),1.5,48,200,473.15,2,"Shaltiel, 1979",361,,,
2657,SS,V.8Ti.2,3,48.1,80,353.15,2,"Ono, 1980",452,,,
170,AB,TiCo (M),1.45,54,152,425.15,2,"Burch, 1979",500,,,
2225,MIC,Pr2Co7 (M),1.1,54.6,150,423.15,2,"Goudy, 1976",186,,,
1783,Mg,Mg-10Ni (M),,78.2,303,576.15,2,"Akiba, 1982",91,,,
1838,Mg,Mg-23Ni (M),,78.2,300,573.15,2,"Akiba, 1982",91,,,
2010,Mg,Mg-33Mg2Ni (M),5.8,79,302,575.15,2,"Buchner, 1978",699,,,
1982,Mg,Mg2Ni.75Fe.25 (M),3.6,86,312,585.15,2,"Lupu, 1983",717,,,
1781,Mg,Mg-10Ni,6.2,90,300,573.15,2,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
1973,Mg,Mg2Ni.75Al.25 (M),3.5,90,327,600.15,2,"Biris, 1982",758,,,
148,AB,Ti.48Fe.47V.025Mn.025,1.7,,22,295.15,2,"Verbetsky, 1998",1219,,,
156,AB,Ti1.3Fe,1.9,,25,298.15,2,"Ma, 2000",1222,,,sloping plateau
417,AB2,Ti.475Zr.475La.05Mn.8Cr.8Ni.4,1.8,,40,313.15,2,"Liu, 1995",415,,,
421,AB2,Ti.5Zr.5Cr1.5Ni.5,1.4,,40,313.15,2,"Bououdina, 1998",1249,,,sloping plateau
476,AB2,TiVMn,2.4,,70,343.15,2,"Bernauer, 1989",344,,,
520,AB2,Zr(Cr1-yNiy)2,1.6,,23,296.15,2,"Drasner, 1990",561,(y=0.125-0.5),,
525,AB2,Zr(Fe.75Cr.25)2,1.5,,45,318.15,2,"Esayed, 1997",846,,,
564,AB2,ZrCrFe1.6,1.3,,23,296.15,2,"Wallace, 1985",1168,,,sloping plateau
627,AB2,ZrMn2.8,1.6,,50,323.15,2,"van Essen, 1980",17,,,
862,AB2,Zr.8Ti.2Ni1.2V.6Si.2,1.9,,67,340.15,2,"Chen, 1997",820,,,
871,AB2,Zr.9Ti.1CrFe.8V.2,1.8,,150,423.15,2,"Bououdina, 1997",649,,,
873,AB2,Zr.9Ti.1CrNi.8V.2,1.8,,150,423.15,2,"Bououdina, 1997",649,,,
904,AB2,ZrCoV.2Cr.8,1.5,,100,373.15,2,"Soubeyroux, 1999",1261,y=0-1,,
1022,AB5,LaNi4.55Al.45,1.6,,80,353.15,2,"Nakamura, 1994",590,,,
1072,AB5,LaNi4.8C.2,1.4,,25,298.15,2,"Goodell, 1980",256,,,
1119,AB5,MmNi3.55Co0.75Mn0.4Al0.3B0.3,0.9,,60,333.15,2,"Ye, 2002",1516,"Mm=Ce-rich Mm, pure B added",,
1149,AB5,MmNi4.2Mn.8,1,,15,288.15,2,"Mungole, 1997",849,,,
1252,AB5,LaCu5,0.55,,78,351.15,2,"Shinar, 1978",131,,,
1278,AB5,LaNi5,,,22,295.15,2,"Kisi, 1994",675,,,
1353,AB5,MmB5,1.1,,30,303.15,2,"Adzic, 1995",264,(B5 = Ni3.55Co.75Mn.4Al.3),,
1397,AB5,SmCo5,0.54,,21,294.15,2,"Zijlstra, 1969",148,,,
1630,Complex,Li2BeH4,6,,300,573.15,2,"Zaluska, 2000",1450,,Measured H-content,
1645,Complex,LiBeH3,5.1,,300,573.15,2,"Zaluska, 2000",1450,,Measured H-content,
1756,Mg,Mg.56Al.34La.05Y.05,3.1,,310,583.15,2,"Nachman, 1982",700,,,
1807,Mg,Mg17Al10Ti2 (M),4.1,,304,577.15,2,"Lupu, 1982",757,,,
1866,Mg,Mg.67Li.11Ni.11Sn.06Cu.06,1.7,,310,583.15,2,"Nachman, 1982",700,,,
1869,Mg,Mg.725Li.1Ni.1Sn.05Cu.025,1.5,,310,583.15,2,"Nachman, 1982",700,,,
1877,Mg,Mg.7Li.1Ni.1Sn.05Zn.05,1.5,,310,583.15,2,"Nachman, 1982",700,,,
1898,Mg,Mg.8Li.05Ni.1Sn.05,2.5,,310,583.15,2,"Nachman, 1982",700,,,
2007,Mg,Mg-30CFMmNi5,5.3,,350,623.15,2,"Sai Raman, 1999",1477,,Ball milled composites,
2008,Mg,Mg-30LaNi5 (M),5.1,,300,573.15,2,"Sun, 1999",1469,Sintered,,
2009,Mg,Mg-30MmNi4.6Al0.4,5,,350,623.15,2,"Davidson, 1999",1476,,Ball milled composites,
2233,MIC,Pr3Ni.5Cu.5,1.8,,30,303.15,2,"Au, 1994",599,,,
2379,MIC,YFe1.5Ni1.5 (M),1.3,,120,393.15,2,"Yamaguchi, 1989",615,,,
2525,SS,Ti.278Cr.422V.25Fe.05,2.5,,20,293.15,2,"Itoh, 2002",1412,,,Heat treated
2637,SS,V.37Ti.33Mn.3,2.6,,25,298.15,2,"Akiba, 1997",845,,,
2655,SS,V.8Nb.2,3.1,,45,318.15,2,"Wiswall, 1972",318,,,
768,AB2,Ti.9Zr.2Mn1.4Cr.4V.2,2.1,26.7,25,298.15,1.9,"Xu, 2001",1290,,,
129,A2B,Mg2Ni.75Fe.25 (M),3.3,65.2,300,573.15,1.9,"Yuan, 1997",828,,Includes free Mg,
1981,Mg,Mg2Ni.75Fe.25 (M),3.3,65.2,300,573.15,1.9,"Yuan, 1997",828,,,
1857,Mg,Mg.56Al.34YM.1,2.9,,310,583.15,1.9,"Nachman, 1982",700,(YM=Yttrium Mischmetal),,
1858,Mg,Mg.59Al.36La.05,3,,310,583.15,1.9,"Nachman, 1982",700,,,
1098,AB5,LaNi4Cu,,,40,313.15,1.83,"Joubert, 2000",1512,,,
829,AB2,TiMn1.5,1.9,27.9,0,273.15,1.8,"Andreev, 1982",522,,,
2602,SS,Pd.92Pt.08,0.4,30.7,80,353.15,1.8,"Yasumatsu, 1999",1406,,,
1289,AB5,LaNi5,1.5,30.8,25,298.15,1.8,"Lundin, 1975",260,,,
2613,SS,Pd.95Co.05,,31.8,50,323.15,1.8,"Holder, 1996",624,,,
1275,AB5,LaNi3Cu2,1.1,33,35,308.15,1.8,"Ganich, 1999",1523,,,
216,AB,TiFe.9Ni.1,1.4,35.6,50,323.15,1.8,"Lee, 1999",1211,,,
1108,AB5,MmCo5,0.7,40.2,40,313.15,1.8,"Osumi, 1978",117,,,
2658,SS,V.8Ti.2,3.4,60,110,383.15,1.8,"Sirotina, 1995",1158,,(cal),
1156,AB5,MmNi4.5Al.5,1.1,,25,298.15,1.8,"Kim, 1990",673,,,
1758,Mg,Mg.56Al.34Mm.1,2.2,,310,583.15,1.8,"Nachman, 1982",700,,,
1860,Mg,Mg.59Al.36Ni.05,3.4,,310,583.15,1.8,"Nachman, 1982",700,,,
1868,Mg,Mg.725Li.1Ni.1Sn.025Zn.025Cu.025,1.4,,310,583.15,1.8,"Nachman, 1982",700,,,
1873,Mg,Mg.75Li.1Ni.1Sn.05,1.9,,310,583.15,1.8,"Nachman, 1982",700,,,
1899,Mg,Mg.8Li.05Ni.1Zn.05,1.6,,310,583.15,1.8,"Nachman, 1982",700,,,
1279,AB5,LaNi5,1.4,29.1,20,293.15,1.7,"Zhang, 1989",262,(Chemically recovered),,
1287,AB5,LaNi5,1.5,30.2,25,298.15,1.7,"Luo, 1998",815,,,
1972,Mg,Mg2Ni.63Fe.37 (M),3.7,82,320,593.15,1.7,"Lupu, 1983",717,,,
94,A2B,Mg1.9Al.1Ni.8Cu.2,,,250,523.15,1.7,"Tsushio, 1998",830,,,
1209,AB5,La.8Sr.2Ni5,1.48,,25,298.15,1.7,"Goodell, 1980",256,,,
1284,AB5,LaNi5,1.5,,25,298.15,1.7,"Goodell, 1980",256,,,
1286,AB5,LaNi5,1.5,,23,296.15,1.7,"Bowman, 1997",642,Gas atomized,,
1757,Mg,Mg.56Al.34La.1,2.1,,310,583.15,1.7,"Nachman, 1982",700,,,
1766,Mg,Mg1.9Al.1Ni.8Cu.2,,,250,523.15,1.7,"Tsushio, 1998",830,,,
2006,Mg,Mg-30 LaNi5 (M),5.3,,310,583.15,1.7,"Liang, 2000",1481,,Ball milled composite,
2028,Mg,Mg-50ZrFe1.4Cr0.6,3.4,,300,573.15,1.7,"Wang, 2000",1480,,H2-ball milled composite,
1016,AB5,LaNi4.25Co0.75,,,40,313.15,1.65,"Joubert, 2000",1512,,,
638,AB2,ZrMn2Ni.8,,25,23,296.15,1.6,"Pedziwiatr, 1983",28,,,
1298,AB5,LaNi5.5Mn0.1Al0.05,1,26,20,293.15,1.6,"Verbetsky, 1989",1529,,,
854,AB2,Zr.8Ti.2FeMn,1.4,30,30,303.15,1.6,"Park, 1991",562,,,
1920,Mg,Mg0.80Ni0.15Nd0.05,4.9,76,300,573.15,1.6,"Tanaka, 1999",1479,,Melt spun,
211,AB,TiFe.9Cr.1 (M),1.7,,40,313.15,1.6,"Reilly, 1976",383,,,
1031,AB5,LaNi4.5Mn.5,1.4,,100,373.15,1.6,"Nakamura, 1997",809,,,
1101,AB5,LaNi4Cu,1.32,,40,313.15,1.6,"Van Mal, 1974",98,,,
1872,Mg,Mg.75Li.1Ni.1Cu.05,1.9,,310,583.15,1.6,"Nachman, 1982",700,,,
1883,Mg,Mg.8275Ni.05Cu.0775Zn.045,3.8,,299,572.15,1.6,"Rohy, 1978",90,,,
1888,Mg,Mg.85Cu.1Ni.05,3.1,,299,572.15,1.6,"Rohy, 1978",90,,,
1889,Mg,Mg.85Cu.1Ni.05Sn.02,2.3,,299,572.15,1.6,"Rohy, 1978",90,,,
1894,Mg,Mg.8Al.1Cu.1,1.5,,310,583.15,1.6,"Nachman, 1982",700,,,
1896,Mg,Mg.8Al.1Y.1,4.1,,310,583.15,1.6,"Nachman, 1982",700,,,
2472,SS,Pd.95U.05,0.3,,108,381.15,1.6,"Feenstra, 1987",609,,,
2524,SS,Ti.25V.35Cr.40,2.6,,40,313.15,1.6,"Okada, 2002",1414,,Reversible capacity only,Heat treated 1573K /1 min
577,AB2,ZrFe1.5Cr,1.5,23,23,296.15,1.5,"Sinha, 1985",554,,,
1085,AB5,LaNi4.9Mn0.1,1.4,29,35,308.15,1.5,"Ganich, 1999",1521,,,
1280,AB5,LaNi5,1.4,29.5,21,294.15,1.5,"Shilov, 1988",672,,,
839,AB2,Zr.79Ti.21MnFe1.02,1.5,33,30,303.15,1.5,"Uchida, 1986",370,,,
1084,AB5,LaNi4.9Al0.1,1.4,33,35,308.15,1.5,"Filatova, 2001",1527,,,
898,AB2,ZrCo1.5V.5,1.5,34.3,50,323.15,1.5,"Shaltiel, 1977",14,,,
423,AB2,Ti.5Zr.5Mn1.2Fe.3,1.9,39,120,393.15,1.5,"Komazaki, 1983",29,,,
2360,MIC,Y4.3Sc.7Si2.6Ge.4,0.5,39.4,426,699.15,1.5,"McColm, 1987",611,,,
425,AB2,Ti.5Zr.5Mn2,1.8,40,70,343.15,1.5,"Gamo, 1979",34,,,
2260,MIC,TbCo3 (M),1.3,44,100,373.15,1.5,"Wallace, 1980",439,,,
1679,Mg,Mg-5V,5.8,62,310,583.15,1.5,"Liang, 1999",1474,,Ball milled composite,
157,AB,Ti1.3Fe + 1.5 wt.% Mm,1.6,,25,298.15,1.5,"Ma, 2000",1222,,,sloping plateau
158,AB,Ti1.3Fe + 6 wt.% Mm,1.8,,25,298.15,1.5,"Ma, 2000",1222,,,sloping plateau
1199,AB5,La.8Ca.2Ni5,1.6,,25,298.15,1.5,"Goodell, 1980",256,,,
1759,Mg,Mg.56Al.34Ni.05Y.05,2.6,,310,583.15,1.5,"Nachman, 1982",700,,,
1856,Mg,Mg.56Al.34YM.05Mm.05,1.1,,310,583.15,1.5,"Nachman, 1982",700,,,
1870,Mg,Mg.72Li.28,5.5,,350,623.15,1.5,"Huot, 1998",843,,,
1871,Mg,Mg.75Li.1Ni.05Sn.05Cu.05,1.3,,310,583.15,1.5,"Nachman, 1982",700,,,
1885,Mg,Mg.845Ni.05Cu.1Y.005,2.9,,299,572.15,1.5,"Rohy, 1978",90,,,
2557,SS,Mg.72Li.28,5.5,,350,623.15,1.5,"Huot, 1998",843,,,
982,AB5,CeCo5 (M),0.6,39,20,293.15,1.45,"Burnasheva, 1978",1517,,,Lower plateau
979,AB5,CeCo5,0.5,40,20,293.15,1.45,"Burnasheva, 1978",1518,,,
976,AB5,Ce0.8Pr0.2Co5 (M),0.6,37,20,293.15,1.42,"Burnasheva, 1978",1517,,,Lower plateau
1372,AB5,NdNi4.6Sn.4,1,26.4,20,293.15,1.4,"Takaguchi, 2000",1196,,,sloping plateau
2463,SS,Pd.95Ni.05,,31.6,50,323.15,1.4,"Holder, 1996",624,,,
149,AB,Ti.96Zr.04Fe.95Nb.04,1.7,31.8,30,303.15,1.4,"Sasai, 1983",79,,,
191,AB,TiFe.7Mn.2,2,34.7,40,313.15,1.4,"Reilly, 1976",383,,,
1668,Mg,Mg-5Ni,5.9,102,300,573.15,1.4,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
97,A2B,Mg1.9Ca.1Ni.8Cu.2,,,250,523.15,1.4,"Tsushio, 1998",830,,,
1769,Mg,Mg1.9Ca.1Ni.8Cu.2,,,250,523.15,1.4,"Tsushio, 1998",830,,,
1864,Mg,Mg.62Al.38,2.3,,310,583.15,1.4,"Nachman, 1982",700,,,
1875,Mg,Mg.75Zn.1Ni.05,3,,299,572.15,1.4,"Rohy, 1978",90,,,
2011,Mg,Mg3La,3.9,,290,563.15,1.4,"Semenenko, 1981",1498,,,
1079,AB5,LaNi4.93In.07,,35.2,30,303.15,1.37,"Mendlesohn, 1980",487,,,
1003,AB5,EuNi5,1.2,26,25,298.15,1.3,"Gavra, 1985",280,,,
1297,AB5,LaNi5.2Mn0.05Al0.05,0.8,26.8,20,293.15,1.3,"Verbetsky, 1989",1529,,,
2162,MIC,LaCaMgNi6Mn3,1.8,32.3,20,293.15,1.3,"Chen, 2000",1316,,,
138,A2B,Mg2Ni0.75Ti0.25,3.2,59,250,523.15,1.3,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1994,Mg,Mg2Ni0.75Ti0.25,3.2,59,250,523.15,1.3,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1784,Mg,Mg-10Ni (M),7.2,77.4,292,565.15,1.3,"Friedmmeier, 1988",713,,,
192,AB,TiFe.7Mn.3,1.6,,40,313.15,1.3,"Sandrock, 1976",76,,,
1677,Mg,Mg-5Tm,4.8,,300,573.15,1.3,"Liang, 1999",1478,"Tm=Ti, V, Mn, Fe, Ni",Ball milled composites,
1678,Mg,Mg-5V,5.6,,300,573.15,1.3,"Dehouche, 2000",1483,,Ball milled composite,
2085,MIC,ErNi3,1,,25,298.15,1.3,"Goudy, 1976",186,,,
2528,SS,Ti.33V.37Mn.30 (M),2.3,,80,353.15,1.3,"Nakamura, 2000",1410,,Deuterium,
973,AB5,Ce0.6Pr0.4Co5 (M),0.6,38.5,20,293.15,1.26,"Burnasheva, 1978",1517,,,Lower plateau
1107,AB5,MmCo4.25Ni0.75,0.77,,25,298.15,1.25,"Guidott, 1977",105,,,
2086,MIC,ErNi3,1.5,23.8,-40,233.15,1.2,"Verbetsky, 1996",636,,,
2058,MIC,CePtAl,0.3,24,22,295.15,1.2,"Bobet, 2002",1348,,,
1059,AB5,LaNi4.7Al.3,1.37,29.7,50,323.15,1.2,"Groll, 1989",266,,,
206,AB,TiFe.9Al.1,1.3,30,25,298.15,1.2,"Bruzzone, 1981",422,,,
1056,AB5,LaNi4.75Al0.25,1.2,33.7,35,308.15,1.2,"Filatova, 1999",1522,,,
137,A2B,Mg2Ni0.75Ti0.25,3.2,56,250,523.15,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1993,Mg,Mg2Ni0.75Ti0.25,3.2,56,250,523.15,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
134,A2B,Mg2Ni0.75Cu0.25,3.2,59,250,523.15,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1990,Mg,Mg2Ni0.75Cu0.25,3.2,59,250,523.15,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
878,AB2,Zr.9Ti.1Ni1.3V.2Mn.6La.05,1.4,,40,313.15,1.2,"Gao, 1998",855,,,
983,AB5,CeCo5 (M),1.7,,21,294.15,1.2,"Lakner, 1980",101,,,
1051,AB5,LaNi4.6Si.4,1,,25,298.15,1.2,"Ting, 1998",864,Gas atomized,,
1082,AB5,LaNi4.9Al.1,1.5,,25,298.15,1.2,"Goodell, 1980",256,,,
1091,AB5,LaNi4Co,1.4,,40,313.15,1.2,"Van Mal, 1974",98,,,
1901,Mg,Mg.8Li.1Ni.1,2,,310,583.15,1.2,"Nachman, 1982",700,,,
2308,MIC,Ti4Ni2O,0.9,,0,273.15,1.2,"Takeshita, 2000",1322,,,Sloping plateau
2530,SS,Ti.346V.10Cr.554,2.5,,40,313.15,1.2,"Okada, 2002",1414,,Reversible capacity only,"Heat treated, sloping plateau"
2084,MIC,ErFe3,0.8,42.9,150,423.15,1.15,"Goudy, 1976",186,,,
989,AB5,CeNi4.25Mn.75,1.4,24.7,23,296.15,1.1,"Pourarian, 1985",423,,,
1258,AB5,LaNi2Cu3,0.9,32,35,308.15,1.1,"Ganich, 1999",1523,,,
1202,AB5,La.8Ce.2Ni4.8Sn.25,1.2,32.4,25,298.15,1.1,"Zhang, 1996",679,,,
1109,AB5,MmCo5,0.7,32.8,25,298.15,1.1,"Kitada, 1977",507,,,
2440,MIC,CaTiMgNi9,1.9,33.4,20,293.15,1.1,"Chen, 2000",1316,,,
1078,AB5,LaNi4.8Sn0.2,1.2,33.5,35,308.15,1.1,"Filatova, 1999",1522,,,
1230,AB5,La0.75Ce0.25Ni4Cu0.9Ti0.1,1.4,38.4,22,295.15,1.1,"Petrova, 1989",1520,,,
1225,AB5,La0.65Ce0.28Pr0.07Co5,1,47,50,323.15,1.1,"Sarynin, 1981",1526,,,
109,A2B,Mg2Ni,3.2,61,250,523.15,1.1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1955,Mg,Mg2Ni,3.2,61,250,523.15,1.1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1828,Mg,Mg-1Ni,4.6,102,300,573.15,1.1,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
116,A2B,Mg2Ni,3.5,,250,523.15,1.1,"Tsushio, 1998",830,,,
949,AB5,Ca.8Mm.2Ni4.9Zn.1,1.08,,30,303.15,1.1,"Liang, 2001",1203,,,
1030,AB5,LaNi4.5Cu.5,1.3,,20,293.15,1.1,"Sakai, 1990",570,,,
1069,AB5,LaNi4.82Si0.25,1.6,,20,293.15,1.1,"Jain, 2002",1534,,,
1104,AB5,LaNi4Fe,1,,40,313.15,1.1,"Van Mal, 1974",98,,,
1193,AB5,La.6Ca.4Ni5 (M),1.7,,38,311.15,1.1,"Shinar, 1978",113,(+ other Ca levels),,
1203,AB5,La.8Ce.2Ni4.8Sn.25,1.3,,25,298.15,1.1,"Kumar, 1995",263,,,
1212,AB5,La.8Y.2Ni4.8Mn.2,1.4,,0,273.15,1.1,"Nakamura, 1996",450,,,
1962,Mg,Mg2Ni,,,250,523.15,1.1,"Tsushio, 1998",830,,,
2487,SS,Pd.9Rh.1,0.7,24,25,298.15,1.03,"Thiebaut, 1995",482,,,
857,AB2,Zr.8Ti.2MnFe,1.7,11,23,296.15,1,"Sinha, 1982",25,,,
600,AB2,ZrMn1.22Fe1.11,1.5,13,23,296.15,1,"Sinha, 1983",23,,,
572,AB2,ZrFe1.4Cr,1.7,21,23,296.15,1,"Sinha, 1985",554,,,
681,AB2,GdFe2,1.5,29,292,565.15,1,"Shaltiel, 1979",361,,,
1285,AB5,LaNi5,1.5,31.8,15,288.15,1,"Murray, 1981",261,,,
1042,AB5,LaNi4.6Cu0.3Mn0.1,1.4,32,35,308.15,1,"Ganich, 1999",1521,,,
2161,MIC,LaCaMgNi6Mn.3,1.8,32.3,20,293.15,1,"Chen, 2000",1295,,,
1229,AB5,La0.75Ce0.25Ni4Cu0.9Al0.1,1.4,32.9,22,295.15,1,"Petrova, 1989",1520,,,
472,AB2,TiV1.6Ni.4,3.3,33.2,120,393.15,1,"Chen, 1994",1163,,,
2439,MIC,CaTiMgNi9,1.9,33.4,20,293.15,1,"Chen, 2000",1295,,,
1065,AB5,LaNi4.7Si.3,1.1,33.8,25,298.15,1,"Meli, 1992",674,,,
451,AB2,Ti.8Zr.2Mn1.7V.2Mo.1,2,35,14,287.15,1,"Gamo, 1979",35,,,
557,AB2,ZrCr2Ni.8,1.4,37.9,100,373.15,1,"Drasner, 1991",564,,,
971,AB5,Ce0.4Pr0.6Co5 (M),0.6,38.5,20,293.15,1,"Burnasheva, 1978",1517,,,Lower plateau
253,AB,HfNi (M),1.3,40,190,463.15,1,"Nemirovskaya, 1991",606,,,
249,AB,HfCo,1.3,43,270,543.15,1,"Nemirovskaya, 1991",606,,,
127,A2B,Mg2Ni.75Cu.25,,53.2,227,500.15,1,"Darnaudery, 1983",418,,,
1978,Mg,Mg2Ni.75Cu.25,,53.2,227,500.15,1,"Darnaudery, 1983",418,,,
136,A2B,Mg2Ni0.75Mn0.25,3.2,58,250,523.15,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1992,Mg,Mg2Ni0.75Mn0.25,3.2,58,250,523.15,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
126,A2B,Mg2Ni.75Cr.25,3,59.9,248,521.15,1,"Darnaudery, 1983",418,,,
1977,Mg,Mg2Ni.75Cr.25,3,59.9,248,521.15,1,"Darnaudery, 1983",418,,,
135,A2B,Mg2Ni0.75Fe0.25,3.2,60,250,523.15,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1991,Mg,Mg2Ni0.75Fe0.25,3.2,60,250,523.15,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1642,Complex,LiAlH4,10.6,61,200,473.15,1,"Block, 1965",783,[AlH4]-,,
131,A2B,Mg2Ni.75Zn.25,3.3,61.5,246,519.15,1,"Darnaudery, 1983",418,,,
1985,Mg,Mg2Ni.75Zn.25,3.3,61.5,246,519.15,1,"Darnaudery, 1983",418,,,
130,A2B,Mg2Ni.75V.25,2.9,62.4,250,523.15,1,"Darnaudery, 1983",418,,,
1983,Mg,Mg2Ni.75V.25,2.9,62.4,250,523.15,1,"Darnaudery, 1983",418,,,
128,A2B,Mg2Ni.75Fe.25,2.8,63.2,253,526.15,1,"Darnaudery, 1983",418,,,
1979,Mg,Mg2Ni.75Fe.25,2.8,63.2,253,526.15,1,"Darnaudery, 1983",418,,,
318,AB,ZrNi,2,64,300,573.15,1,"Nemirovskaya, 1991",606,,,
124,A2B,Mg2Ni.75Co.25,3.1,64.5,279,552.15,1,"Darnaudery, 1983",418,,,
1975,Mg,Mg2Ni.75Co.25,3.1,64.5,279,552.15,1,"Darnaudery, 1983",418,,,
311,AB,ZrCo,2,66,430,703.15,1,"Nemirovskaya, 1991",606,,,
1980,Mg,Mg2Ni.75Fe.25,2.9,66,285,558.15,1,"Selvam, 1988",712,,,
1984,Mg,Mg2Ni.75Zn.25,3.1,66,283,556.15,1,"Selvam, 1988",712,,,
1974,Mg,Mg2Ni.75Co.25,3.1,68,297,570.15,1,"Selvam, 1988",712,(Cal),,
685,AB2,GdMn2,1.1,87.5,360,633.15,1,"Shaltiel, 1979",361,,,
689,AB2,GdNi2,1.5,90,300,573.15,1,"Shaltiel, 1979",361,,,
92,A2B,Mg1.9Al.1Ni,3.5,,250,523.15,1,"Tsushio, 1998",830,,,
98,A2B,Mg1.9Si.1Ni,2.9,,250,523.15,1,"Tsushio, 1998",830,,,
107,A2B,Mg2Ni,3.1,,300,573.15,1,"Dehouche, 1998",854,Nanocrystalline,,
125,A2B,Mg2Ni.75Co25,3.4,,300,573.15,1,"Yang, 2000",1233,,,
247,AB,HfAl,0.5,,50,323.15,1,"van Essen, 1979",386,,,
283,AB,TiNi,1.3,,200,473.15,1,"Yamanaka, 1975",73,,,
284,AB,TiNi,1.3,,200,473.15,1,"Hata, 1980",74,,,
384,AB2,ScFe2,2,,140,413.15,1,"Shilov, 1981",530,,,
387,AB2,ScMn2,2.4,,140,413.15,1,"Shilov, 1981",530,,,
431,AB2,Ti.6Zr.4Mn1.6Cu.3Si.1,1.3,,20,293.15,1,"Au, 1995",860,,,
436,AB2,Ti.75Zr.25CrNi,1.5,,40,313.15,1,"Bououdina, 1998",1249,,,sloping plateau
558,AB2,ZrCr2-ySiy,1,,200,473.15,1,"Drasner, 1993",583,(y=0.25-0.5),,
559,AB2,ZrCrCo.6V.4,1.6,,180,453.15,1,"Bououdina, 1996",585,,,
574,AB2,ZrFe1.4Cr.6,1.45,,30,303.15,1,"Davidson, 2001",1288,,,
611,AB2,ZrMn1.8V0.2,1.3,,200,473.15,1,"Fujitani, 1991",368,,,
615,AB2,ZrMn2,1.4,,150,423.15,1,"Yonezu, 1991",563,,,
655,AB2,ErFe2,1.4,,205,478.15,1,"Shilov, 1981",530,,,
716,AB2,HoRu2,1.1,,155,428.15,1,"Shilov, 1981",530,,,
792,AB2,TiBe2,4.4,,22,295.15,1,"Maeland, 1983",362,,,
800,AB2,TiCr1.8Mo.2,2.6,,-40,233.15,1,"Kabutomori, 1995",479,,,
860,AB2,Zr.8Ti.2Ni1.2V.6Mn.2,1.8,,67,340.15,1,"Chen, 1997",820,,,
907,AB2,ZrCr.8Co.8V.4,1.8,,130,403.15,1,"Bououdina, 1996",585,,,
910,AB2,ZrCr1.75Ge.25,1.3,,200,473.15,1,"Drasner, 1993",583,,,
984,AB5,CeFe5,0.7,,100,373.15,1,"Reilly, 1972",195,,,
